poi_id,name,name_clean,category,zone,latitude,longitude,address,source,source_url,confidence,notes,record_origin,validation_status,match_method,osm_type,osm_id,extracted_at
OSM-0776,Pasar Wonosari Sleman,pasar wonosari sleman,marketplace,Ngaglik Selatan,-7.7215991,110.4328206,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:marketplace; flags: direct=false, food=false, demand=false, support=true; zone normalized from Depok/Ngaglik Selatan to Ngaglik Selatan",osm,osm_only,osm_only,node,9671831077,2026-06-24T16:09:35.619220+00:00
OSM-0777,Gudeg,gudeg,restaurant,Depok,-7.7229755,110.4351536,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9671845964,2026-06-24T16:07:57.357772+00:00
OSM-0778,Koperasi UPN Wedo,koperasi upn wedo,retail,Depok,-7.7387005,110.4323742,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=shop:convenience; flags: direct=false, food=false, demand=false, support=true; zone normalized from Depok/Ngaglik Selatan to Depok",osm,osm_only,osm_only,node,9671851527,2026-06-24T16:09:35.619220+00:00
OSM-0779,SD Kanisius Babadan,sd kanisius babadan,school,Depok,-7.7217207,110.4354805,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:school; flags: direct=false, food=false, demand=true, support=false",osm,osm_only,osm_only,node,9671853425,2026-06-24T16:07:57.357772+00:00
OSM-0780,Indomaret,indomaret,retail,Depok,-7.7390837,110.4342578,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=shop:convenience; flags: direct=false, food=false, demand=false, support=true; zone normalized from Depok/Ngaglik Selatan to Depok",osm,osm_only,osm_only,node,9676490224,2026-06-24T16:09:35.619220+00:00
OSM-0781,Cafe Ngopa Ngopi Ngopo,cafe ngopa ngopi ngopo,cafe,Depok,-7.7357146,110.4382015,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:cafe; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9676516711,2026-06-24T16:07:57.357772+00:00
OSM-0782,Alfamart,alfamart,retail,Depok,-7.7359423,110.4348297,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=shop:convenience; flags: direct=false, food=false, demand=false, support=true; zone normalized from Depok/Ngaglik Selatan to Depok",osm,osm_only,osm_only,node,9676667451,2026-06-24T16:09:35.619220+00:00
OSM-0783,Indomaret,indomaret,retail,Depok,-7.77408,110.4638511,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=shop:convenience; flags: direct=false, food=false, demand=false, support=true",osm,osm_only,osm_only,node,9678941076,2026-06-24T16:07:57.357772+00:00
OSM-0784,Soto Gedhek Kalasan,soto gedhek kalasan,restaurant,Depok,-7.7413432,110.4605312,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9678942457,2026-06-24T16:07:57.357772+00:00
OSM-0785,Burjo Gavindo,burjo gavindo,restaurant,Depok,-7.7415458,110.46134,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9678949966,2026-06-24T16:07:57.357772+00:00
OSM-0786,Martabak Manis,martabak manis,fast_food,Depok,-7.7428693,110.461731,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:fast_food; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9678960614,2026-06-24T16:07:57.357772+00:00
OSM-0787,Lingua eatery and coffee,lingua eatery and coffee,restaurant,Mlati,-7.7774733,110.3607966,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false; zone normalized from Depok/Mlati to Mlati",osm,osm_only,osm_only,node,9681842134,2026-06-24T16:08:05.739952+00:00
OSM-0788,Bakso Mie Ayam,bakso mie ayam,restaurant,Depok,-7.7514681,110.4345006,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9684875958,2026-06-24T16:07:57.357772+00:00
OSM-0789,Bakpia Pathok Mandiri 214,bakpia pathok mandiri 214,fast_food,Depok,-7.7422873,110.4343816,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:fast_food; flags: direct=false, food=true, demand=false, support=false; zone normalized from Depok/Ngaglik Selatan to Depok",osm,osm_only,osm_only,node,9684876370,2026-06-24T16:09:35.619220+00:00
OSM-0790,Jogja Airport Resto,jogja airport resto,restaurant,Depok,-7.7710476,110.4493941,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9696642489,2026-06-24T16:07:57.357772+00:00
OSM-0791,Mitra Boga Mart,mitra boga mart,retail,Depok,-7.781888,110.4435186,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=shop:convenience; flags: direct=false, food=false, demand=false, support=true",osm,osm_only,osm_only,node,9696646846,2026-06-24T16:07:57.357772+00:00
OSM-0792,Shabu Suki,shabu suki,restaurant,Depok,-7.7719748,110.4090399,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9696990644,2026-06-24T16:07:57.357772+00:00
OSM-0793,Menantea,menantea,cafe,Depok,-7.7698831,110.4096128,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:cafe; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9696998063,2026-06-24T16:07:57.357772+00:00
OSM-0794,Bakso Pa' Jero,bakso pa' jero,restaurant,Depok,-7.776769,110.3848296,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false; zone normalized from Depok/Mlati to Depok",osm,osm_only,osm_only,node,9697406461,2026-06-24T16:08:05.739952+00:00
OSM-0796,Grand Orchid Hotel,grand orchid hotel,hotel,Depok,-7.7824738,110.4243269,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=tourism:hotel; flags: direct=false, food=false, demand=false, support=true",osm,osm_only,osm_only,node,9697446968,2026-06-24T16:07:57.357772+00:00
OSM-0797,Alfamart,alfamart,retail,Depok,-7.7777883,110.3854372,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=shop:convenience; flags: direct=false, food=false, demand=false, support=true; zone normalized from Depok/Mlati to Depok",osm,osm_only,osm_only,node,9697446969,2026-06-24T16:08:05.739952+00:00
OSM-0798,Djawara Bakso & Mie Ayam,djawara bakso & mie ayam,restaurant,Depok,-7.7911091,110.4464554,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9697446970,2026-06-24T16:07:57.357772+00:00
OSM-0799,Satoria,satoria,hotel,Depok,-7.7839031,110.4220532,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=tourism:hotel; flags: direct=false, food=false, demand=false, support=true",osm,osm_only,osm_only,node,9697463558,2026-06-24T16:07:57.357772+00:00
OSM-0800,Ayam Goreng Suharti,ayam goreng suharti,restaurant,Depok,-7.783068,110.4133512,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9697468007,2026-06-24T16:07:57.357772+00:00
OSM-0801,Alfamart,alfamart,retail,Depok,-7.7837275,110.4469219,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=shop:convenience; flags: direct=false, food=false, demand=false, support=true",osm,osm_only,osm_only,node,9697468008,2026-06-24T16:07:57.357772+00:00
OSM-0802,Cafe Lintas Senja,cafe lintas senja,cafe,Depok,-7.7839631,110.4469483,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:cafe; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9697468607,2026-06-24T16:07:57.357772+00:00
OSM-0803,Preksu Ayam Geprek & Susu,preksu ayam geprek & susu,restaurant,Depok,-7.777742,110.385054,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false; zone normalized from Depok/Mlati to Depok",osm,osm_only,osm_only,node,9697471983,2026-06-24T16:08:05.739952+00:00
OSM-0804,Yamie Lampion,yamie lampion,restaurant,Depok,-7.7777231,110.3853247,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false; zone normalized from Depok/Mlati to Depok",osm,osm_only,osm_only,node,9697472587,2026-06-24T16:08:05.739952+00:00
OSM-0805,Rocket Chicken,rocket chicken,fast_food,Depok,-7.7858591,110.447316,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:fast_food; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9697473727,2026-06-24T16:07:57.357772+00:00
OSM-0806,ROSE mart,rose mart,retail,Depok,-7.7836764,110.4414566,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=shop:convenience; flags: direct=false, food=false, demand=false, support=true",osm,osm_only,osm_only,node,9697499755,2026-06-24T16:07:57.357772+00:00
OSM-0807,R.M. Janjang Ameh,r.m. janjang ameh,restaurant,Depok,-7.7387564,110.4518616,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9704527428,2026-06-24T16:07:57.357772+00:00
OSM-0808,belikopi.,belikopi.,cafe,Depok,-7.7640881,110.4114839,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:cafe; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9704544334,2026-06-24T16:07:57.357772+00:00
OSM-0809,Rocket Chicken,rocket chicken,fast_food,Depok,-7.7398693,110.4342179,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:fast_food; flags: direct=false, food=true, demand=false, support=false; zone normalized from Depok/Ngaglik Selatan to Depok",osm,osm_only,osm_only,node,9704546104,2026-06-24T16:09:35.619220+00:00
OSM-0810,Pizza Dezzo Kalasan,pizza dezzo kalasan,fast_food,Depok,-7.7388977,110.4518831,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:fast_food; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9704546375,2026-06-24T16:07:57.357772+00:00
OSM-0811,Soto Batok X-Kuning,soto batok x-kuning,restaurant,Depok,-7.7369037,110.4445512,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9704557259,2026-06-24T16:07:57.357772+00:00
OSM-0812,Kopi Plosok dan Sego Thiwul,kopi plosok dan sego thiwul,restaurant,Ngaglik Selatan,-7.7281029,110.4169824,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false; zone normalized from Depok/Ngaglik Selatan to Ngaglik Selatan",osm,osm_only,osm_only,node,9704827156,2026-06-24T16:09:35.619220+00:00
OSM-0813,Mie Ayam & Bakso Mas Eko,mie ayam & bakso mas eko,restaurant,Depok,-7.731497,110.420854,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false; zone normalized from Depok/Ngaglik Selatan to Depok",osm,osm_only,osm_only,node,9704858760,2026-06-24T16:09:35.619220+00:00
OSM-0814,Ayam Mrothol,ayam mrothol,fast_food,Depok,-7.740331,110.455537,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:fast_food; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9705011411,2026-06-24T16:07:57.357772+00:00
OSM-0815,Susuperah,susuperah,cafe,Depok,-7.753191,110.4481888,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:cafe; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9705033215,2026-06-24T16:07:57.357772+00:00
OSM-0816,Rumah Makan Rata-Rata,rumah makan rata-rata,restaurant,Depok,-7.7451336,110.4498647,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9705060074,2026-06-24T16:07:57.357772+00:00
OSM-0817,Roti Gembong Gajah,roti gembong gajah,fast_food,Depok,-7.757952,110.4471126,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:fast_food; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9705063751,2026-06-24T16:07:57.357772+00:00
OSM-0818,Olive Fried Chicken,olive fried chicken,fast_food,Depok,-7.7521421,110.448341,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:fast_food; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9705067776,2026-06-24T16:07:57.357772+00:00
OSM-0819,Toko Purwo,toko purwo,retail,Depok,-7.7535163,110.4484122,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=shop:convenience; flags: direct=false, food=false, demand=false, support=true",osm,osm_only,osm_only,node,9705069231,2026-06-24T16:07:57.357772+00:00
OSM-0820,Mbah Mayor Cafe,mbah mayor cafe,cafe,Depok,-7.7415584,110.4510856,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:cafe; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9705069232,2026-06-24T16:07:57.357772+00:00
OSM-0821,Bakso dan Mie Ayam Barokah,bakso dan mie ayam barokah,restaurant,Depok,-7.7592132,110.4495962,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9705070295,2026-06-24T16:07:57.357772+00:00
OSM-0822,Angkringan Soringan Daris,angkringan soringan daris,restaurant,Depok,-7.7391894,110.4520085,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9719582098,2026-06-24T16:07:57.357772+00:00
OSM-0823,Penyetan Mas Kobis,penyetan mas kobis,restaurant,Depok,-7.7392828,110.4519657,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9719583744,2026-06-24T16:07:57.357772+00:00
OSM-0824,Gendhis,gendhis,restaurant,Depok,-7.7383062,110.4209346,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false; zone normalized from Depok/Ngaglik Selatan to Depok",osm,osm_only,osm_only,node,9719970485,2026-06-24T16:09:35.619220+00:00
OSM-0825,AAmart,aamart,retail,Depok,-7.7375048,110.4208584,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=shop:convenience; flags: direct=false, food=false, demand=false, support=true; zone normalized from Depok/Ngaglik Selatan to Depok",osm,osm_only,osm_only,node,9720016121,2026-06-24T16:09:35.619220+00:00
OSM-0826,Bakso & Mie Suketz,bakso & mie suketz,restaurant,Depok,-7.7445671,110.4500699,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9722416776,2026-06-24T16:07:57.357772+00:00
OSM-0827,Warmindo Manise,warmindo manise,restaurant,Depok,-7.7748111,110.4491718,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9722417380,2026-06-24T16:07:57.357772+00:00
OSM-0828,Toko GISA 2,toko gisa 2,retail,Depok,-7.7653709,110.4698845,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=shop:convenience; flags: direct=false, food=false, demand=false, support=true",osm,osm_only,osm_only,node,9722417381,2026-06-24T16:07:57.357772+00:00
OSM-0829,Olive Fried Chicken,olive fried chicken,restaurant,Depok,-7.7820246,110.450424,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9722467006,2026-06-24T16:07:57.357772+00:00
OSM-0830,Indomaret,indomaret,retail,Depok,-7.7800001,110.4541619,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=shop:convenience; flags: direct=false, food=false, demand=false, support=true",osm,osm_only,osm_only,node,9722477535,2026-06-24T16:07:57.357772+00:00
OSM-0831,Soto & Bakso Tarunojoyo 2,soto & bakso tarunojoyo 2,restaurant,Depok,-7.7744648,110.4633954,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9722479026,2026-06-24T16:07:57.357772+00:00
OSM-0832,Mie Ayam Bakso Tok-Tok,mie ayam bakso tok-tok,restaurant,Depok,-7.7557494,110.4481768,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9722493990,2026-06-24T16:07:57.357772+00:00
OSM-0833,Kharis Mart,kharis mart,retail,Depok,-7.7726199,110.4489309,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=shop:convenience; flags: direct=false, food=false, demand=false, support=true",osm,osm_only,osm_only,node,9722493991,2026-06-24T16:07:57.357772+00:00
OSM-0834,Gurame Bakar,gurame bakar,restaurant,Depok,-7.7527797,110.4482291,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9722497012,2026-06-24T16:07:57.357772+00:00
OSM-0835,Boba Time,boba time,fast_food,Depok,-7.7475463,110.4491085,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:fast_food; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9722501869,2026-06-24T16:07:57.357772+00:00
OSM-0836,Ayam Penyet Kalasan,ayam penyet kalasan,restaurant,Depok,-7.7753647,110.4626334,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9722506450,2026-06-24T16:07:57.357772+00:00
OSM-0837,RM. Sate Kambing Muda Balibul,rm. sate kambing muda balibul,restaurant,Depok,-7.7810296,110.4511279,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9722509402,2026-06-24T16:07:57.357772+00:00
OSM-0838,Toko Hijau,toko hijau,retail,Depok,-7.7592555,110.4491336,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=shop:convenience; flags: direct=false, food=false, demand=false, support=true",osm,osm_only,osm_only,node,9722509793,2026-06-24T16:07:57.357772+00:00
OSM-0839,Warmindo Booyah,warmindo booyah,restaurant,Depok,-7.7726644,110.4489263,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9722509794,2026-06-24T16:07:57.357772+00:00
OSM-0840,Bistik Sapi & Sayur,bistik sapi & sayur,restaurant,Depok,-7.7770125,110.4494491,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9722509795,2026-06-24T16:07:57.357772+00:00
OSM-0841,Mie Ayam Putera,mie ayam putera,restaurant,Depok,-7.7593386,110.4472624,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9722510479,2026-06-24T16:07:57.357772+00:00
OSM-0842,Kedai Kita,kedai kita,restaurant,Depok,-7.7765691,110.4493561,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9722510480,2026-06-24T16:07:57.357772+00:00
OSM-0843,Sate Barokah,sate barokah,restaurant,Depok,-7.75754,110.4472302,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9722511218,2026-06-24T16:07:57.357772+00:00
OSM-0844,Bakso & Mie Ayam Nio,bakso & mie ayam nio,restaurant,Depok,-7.7698133,110.4489306,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9722511219,2026-06-24T16:07:57.357772+00:00
OSM-0845,Bakso Sido Khasil,bakso sido khasil,restaurant,Depok,-7.778369,110.4498668,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9722511220,2026-06-24T16:07:57.357772+00:00
OSM-0846,Jogja Chicken,jogja chicken,restaurant,Depok,-7.7739914,110.4640397,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9722512072,2026-06-24T16:07:57.357772+00:00
OSM-0847,Bakso Krezzz,bakso krezzz,restaurant,Depok,-7.7693308,110.4693188,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9722512775,2026-06-24T16:07:57.357772+00:00
OSM-0848,Warung Ayam Goreng Kremes,warung ayam goreng kremes,restaurant,Depok,-7.7500262,110.4487306,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9722519998,2026-06-24T16:07:57.357772+00:00
OSM-0849,Hotel Srikandi,hotel srikandi,hotel,Depok,-7.7685614,110.4698687,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=tourism:hotel; flags: direct=false, food=false, demand=false, support=true",osm,osm_only,osm_only,node,9725632642,2026-06-24T16:07:57.357772+00:00
OSM-0850,Platinum,platinum,hotel,Depok,-7.7828976,110.437282,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=tourism:hotel; flags: direct=false, food=false, demand=false, support=true",osm,osm_only,osm_only,node,9725891946,2026-06-24T16:07:57.357772+00:00
OSM-0851,Grand Mercure,grand mercure,hotel,Depok,-7.7833818,110.3922092,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=tourism:hotel; flags: direct=false, food=false, demand=false, support=true",osm,osm_only,osm_only,node,9725892668,2026-06-24T16:07:57.357772+00:00
OSM-0852,Chunda,chunda,restaurant,Depok,-7.7838165,110.4184724,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9725892871,2026-06-24T16:07:57.357772+00:00
OSM-0853,Tickle Hotel,tickle hotel,hotel,Depok,-7.7827723,110.385439,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=tourism:hotel; flags: direct=false, food=false, demand=false, support=true; zone normalized from Depok/Mlati to Depok",osm,osm_only,osm_only,node,9725905457,2026-06-24T16:08:05.739952+00:00
OSM-0854,ibis Hotels,ibis hotels,hotel,Depok,-7.7839163,110.3920533,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=tourism:hotel; flags: direct=false, food=false, demand=false, support=true",osm,osm_only,osm_only,node,9725910131,2026-06-24T16:07:57.357772+00:00
OSM-0855,Thyme,thyme,restaurant,Depok,-7.7829614,110.4059256,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,node,9725912656,2026-06-24T16:07:57.357772+00:00
OSM-0856,Toko Jago,toko jago,retail,Depok,-7.7834786,110.411193,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=shop:convenience; flags: direct=false, food=false, demand=false, support=true",osm,osm_only,osm_only,node,9725914068,2026-06-24T16:07:57.357772+00:00
OSM-0857,Duta Wisata 2 Hotel,duta wisata 2 hotel,hotel,Depok,-7.7834674,110.3883871,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=tourism:hotel; flags: direct=false, food=false, demand=false, support=true; zone normalized from Depok/Mlati to Depok",osm,osm_only,osm_only,node,9725917694,2026-06-24T16:08:05.739952+00:00
OSM-0858,Alfamart,alfamart,retail,Depok,-7.7836362,110.427457,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=shop:convenience; flags: direct=false, food=false, demand=false, support=true",osm,osm_only,osm_only,node,9725919757,2026-06-24T16:07:57.357772+00:00
