poi_id,name,category,zone,latitude,longitude,address,source,confidence,notes,record_origin,osm_type,osm_id,osm_primary_key,osm_primary_value,zone_matches,matched_baseline_poi_id
OSM-0551,Warung Makan Pak Kardi,restaurant,Depok,-7.7717657,110.4328728,Jalan Kenari,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok.,osm,node,13208462673,amenity,restaurant,Depok,
OSM-0552,Burger King,fast_food,Depok/Mlati,-7.7831963,110.3626655,,OpenStreetMap Overpass,medium,OSM amenity=fast_food; zone query match: Depok/Mlati. cuisine=burger; opening_hours=24/7; operator=PT Sari Burger Indonesia,osm,node,13240052843,amenity,fast_food,Depok/Mlati,
OSM-0553,Domore Cafe,cafe,Depok/Mlati,-7.7796768,110.3769541,"Jalan Kartini, 2A",OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Depok/Mlati.,osm,node,13240403715,amenity,cafe,Depok/Mlati,
OSM-0554,Mavia Bakso,restaurant,Ngaglik Selatan,-7.7078348,110.3920179,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Ngaglik Selatan.,osm,node,13249217431,amenity,restaurant,Ngaglik Selatan,
OSM-0555,Penyetan Pakman,restaurant,Depok/Mlati,-7.7705444,110.3589481,Jalan Kragilan,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati.,osm,node,13253639617,amenity,restaurant,Depok/Mlati,
OSM-0556,Alfamidi Kasihan,minimarket,Gamping,-7.8289326,110.3323843,"Jalan Sempu, 17",OpenStreetMap Overpass,medium,OSM shop=convenience; zone query match: Gamping. opening_hours=24/7,osm,node,13255235601,shop,convenience,Gamping,
OSM-0557,Couvee Reside,cafe,Depok/Mlati,-7.7812392,110.3774213,,OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Depok/Mlati. opening_hours=Mo-Su 07:00-00:00,osm,node,13255656628,amenity,cafe,Depok/Mlati,
OSM-0558,Bakso Pak Waluh,restaurant,Depok,-7.7711583,110.4315897,Jalan Merpati,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok.,osm,node,13258930446,amenity,restaurant,Depok,
OSM-0559,Nabe Coffee,cafe,Depok,-7.7769584,110.3927627,,OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Depok. opening_hours=Mo-Su 07:00-00:00,osm,node,13279121379,amenity,cafe,Depok,
OSM-0560,Sabdo'roso Soto,restaurant,Mlati,-7.734634,110.3407153,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Mlati.,osm,node,13288406606,amenity,restaurant,Mlati,
OSM-0561,Gulai Tjap Nyonya,restaurant,Depok,-7.7762846,110.3954124,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok. cuisine=indonesian,osm,node,13289052768,amenity,restaurant,Depok,
OSM-0562,Kursus Bahasa Jerman Inovedu Yogyakarta,school,Depok/Mlati/Ngaglik Selatan,-7.7410883,110.3892379,,OpenStreetMap Overpass,medium,OSM amenity=school; zone query match: Depok/Mlati/Ngaglik Selatan.,osm,node,13293597433,amenity,school,Depok/Mlati/Ngaglik Selatan,
OSM-0563,Ubi Madu Cilembu Berbakar Kang Mas - Stad. Maguwoharjo,fast_food,Depok,-7.7523023,110.419729,"Jalan Kepuhsari, 1B, Sleman",OpenStreetMap Overpass,medium,OSM amenity=fast_food; zone query match: Depok. cuisine=indonesian; operator=Berbakar Kang Mas,osm,node,13299639556,amenity,fast_food,Depok,
OSM-0564,Soto Hollywood,restaurant,Ngaglik Selatan,-7.6975394,110.4167492,Jl. Kaliurang,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Ngaglik Selatan.,osm,node,13321369978,amenity,restaurant,Ngaglik Selatan,
OSM-0565,Prameswari Resto & Kopi,restaurant,Depok,-7.7836447,110.4124637,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok. cuisine=coffee_shop;indonesian,osm,node,13322251895,amenity,restaurant,Depok,
OSM-0566,Resto 3 Raja,restaurant,Depok/Mlati/Ngaglik Selatan,-7.741975,110.3847867,Jalan Kayen,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati/Ngaglik Selatan. cuisine=indonesian; opening_hours=Tu-Su 11:00-20:00,osm,node,13333823601,amenity,restaurant,Depok/Mlati/Ngaglik Selatan,
OSM-0567,Pasar Senen,marketplace,Depok,-7.7956388,110.3613172,,OpenStreetMap Overpass,medium,OSM amenity=marketplace; zone query match: Depok.,osm,node,13361882923,amenity,marketplace,Depok,
OSM-0568,Churos Luur,food_court,Depok,-7.8004354,110.373022,Jalan Gajah Mada,OpenStreetMap Overpass,medium,OSM amenity=food_court; zone query match: Depok. opening_hours=Mo-Sa 16:00-21:00; Su 09:00-17:00,osm,node,13386211001,amenity,food_court,Depok,
OSM-0569,Dapur Memayu Ngampilan,restaurant,Depok,-7.7964061,110.3566512,Jalan Letnan Jenderal Suprapto,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok.,osm,node,13386284401,amenity,restaurant,Depok,
OSM-0570,Pawon Mrican,restaurant,Depok,-7.7744927,110.3937597,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok.,osm,node,13401507880,amenity,restaurant,Depok,
OSM-0571,Kantin FEB UGM,food_court,Depok/Mlati,-7.7707533,110.3787337,,OpenStreetMap Overpass,medium,OSM amenity=food_court; zone query match: Depok/Mlati.,osm,node,13408874989,amenity,food_court,Depok/Mlati,
OSM-0572,Kantin Filsafat,food_court,Depok/Mlati,-7.7709281,110.3802892,,OpenStreetMap Overpass,medium,OSM amenity=food_court; zone query match: Depok/Mlati.,osm,node,13408897521,amenity,food_court,Depok/Mlati,
OSM-0573,Kantin Filsafat,food_court,Depok/Mlati,-7.7713113,110.3801867,,OpenStreetMap Overpass,medium,OSM amenity=food_court; zone query match: Depok/Mlati.,osm,node,13408897522,amenity,food_court,Depok/Mlati,
OSM-0574,Warmindo TN,restaurant,Depok,-7.7628523,110.423927,Jalan Nangka,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok.,osm,node,13429708950,amenity,restaurant,Depok,
OSM-0575,HS Coffee Social Space,cafe,Depok,-7.7757694,110.4117814,,OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Depok.,osm,node,13430636401,amenity,cafe,Depok,
OSM-0576,"Kopi Johar, Kedai Kopi Yogyakarta",cafe,Depok,-7.7744981,110.3951265,"Jalan Beo, 42A, Yogyakarta",OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Depok. cuisine=coffee_shop,osm,node,13434256392,amenity,cafe,Depok,
OSM-0577,PLAI Café,cafe,Depok/Ngaglik Selatan,-7.7412954,110.4331917,,OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Depok/Ngaglik Selatan. opening_hours=Mo-Su 07:00-22:00,osm,node,13478395093,amenity,cafe,Depok/Ngaglik Selatan,
OSM-0578,BLPT,school,Mlati,-7.7811119,110.3541384,,OpenStreetMap Overpass,medium,OSM amenity=school; zone query match: Mlati.,osm,node,1351062359,amenity,school,Mlati,
OSM-0579,Sego Welut,restaurant,Gamping,-7.7610338,110.291391,Jl. Godean-Seyegan,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Gamping.,osm,node,13515989421,amenity,restaurant,Gamping,
OSM-0580,Indomaret,minimarket,Gamping,-7.749843,110.2935636,Jl. Godean-Seyegan,OpenStreetMap Overpass,medium,OSM shop=convenience; zone query match: Gamping. brand=Indomaret; operator=PT. Indomarco Prismatama,osm,node,13516032594,shop,convenience,Gamping,
OSM-0581,Sego Empal mBah Èdhèg,restaurant,Depok,-7.7691937,110.4637035,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok. opening_hours=Mo-Su 09:00-20:00,osm,node,13523545635,amenity,restaurant,Depok,
OSM-0582,Njonja Belanda,restaurant,Depok,-7.744353,110.4614561,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok.,osm,node,13523576222,amenity,restaurant,Depok,
OSM-0583,Campagna,cafe,Depok,-7.773968,110.4005787,,OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Depok. opening_hours=Mo-Su 07:00-22:00,osm,node,13545314152,amenity,cafe,Depok,
OSM-0584,Kos Putri 74,lodging,Depok,-7.7450636,110.3961587,"Jalan Semeru, 91, Sleman",OpenStreetMap Overpass,medium,OSM tourism=hostel; zone query match: Depok. operator=Adhipa,osm,node,13563337459,tourism,hostel,Depok,
OSM-0585,Kedai Kopi Rivea,cafe,Mlati/Ngaglik Selatan,-7.7091385,110.355438,"Jl. Magelang Jl. Pelda Sugiono, Kabupaten Sleman",OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Mlati/Ngaglik Selatan. cuisine=coffee_shop; opening_hours=Mo-Su 06:00-23:00,osm,node,13573729794,amenity,cafe,Mlati/Ngaglik Selatan,
OSM-0586,Jambon Resto,restaurant,Gamping/Mlati,-7.7607904,110.3449942,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Gamping/Mlati.,osm,node,1358364183,amenity,restaurant,Gamping/Mlati,
OSM-0587,McDonald's,fast_food,Gamping/Mlati,-7.7789129,110.3422666,,OpenStreetMap Overpass,medium,OSM amenity=fast_food; zone query match: Gamping/Mlati. brand=McDonald's; cuisine=burger,osm,node,1358375859,amenity,fast_food,Gamping/Mlati,
OSM-0588,SMKN 2 Godean,school,Gamping,-7.762042,110.2916252,"Jalan Jae Sumantoro No 94, Godean, Kab. Sleman",OpenStreetMap Overpass,medium,OSM amenity=school; zone query match: Gamping.,osm,node,1358383698,amenity,school,Gamping,
OSM-0589,Hotel Trim Tiga,lodging,Depok/Mlati,-7.7804558,110.3670381,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok/Mlati.,osm,node,1359116507,tourism,hotel,Depok/Mlati,
OSM-0590,SMP 6 Yogyakarta,school,Depok/Mlati,-7.7782549,110.3669962,,OpenStreetMap Overpass,medium,OSM amenity=school; zone query match: Depok/Mlati.,osm,node,1359366165,amenity,school,Depok/Mlati,
OSM-0591,SMK 1 Seyegan,school,Mlati,-7.7311268,110.3166831,,OpenStreetMap Overpass,medium,OSM amenity=school; zone query match: Mlati.,osm,node,1360003136,amenity,school,Mlati,
OSM-0592,,marketplace,Depok/Mlati,-7.7830823,110.358983,,OpenStreetMap Overpass,low,OSM amenity=marketplace; zone query match: Depok/Mlati.,osm,node,1360184919,amenity,marketplace,Depok/Mlati,
OSM-0593,Rumah Makan Pring Sewu,restaurant,Depok/Mlati/Ngaglik Selatan,-7.7284566,110.3637196,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati/Ngaglik Selatan.,osm,node,1360229988,amenity,restaurant,Depok/Mlati/Ngaglik Selatan,
OSM-0594,SDIT Luqman Al-Hakim,school,Depok,-7.7968209,110.3908466,,OpenStreetMap Overpass,medium,OSM amenity=school; zone query match: Depok.,osm,node,1360407136,amenity,school,Depok,
OSM-0595,F. Hukum Univ. Janabadra',university,Depok,-7.7963009,110.3914903,,OpenStreetMap Overpass,medium,OSM amenity=university; zone query match: Depok.,osm,node,1360407160,amenity,university,Depok,
OSM-0596,SD Islam Al Azhar 77,school,Depok/Mlati,-7.750761,110.3750977,Jalan Padjajaran,OpenStreetMap Overpass,medium,OSM amenity=school; zone query match: Depok/Mlati.,osm,node,13608130621,amenity,school,Depok/Mlati,
OSM-0597,SD Islam Al Azhar 31,school,Depok/Mlati,-7.7507662,110.3747526,Jalan Padjajaran,OpenStreetMap Overpass,medium,OSM amenity=school; zone query match: Depok/Mlati.,osm,node,13608130622,amenity,school,Depok/Mlati,
OSM-0598,KB/TK Islam Al Azhar 31,school,Depok/Mlati,-7.7505313,110.374742,Jalan Padjajaran,OpenStreetMap Overpass,medium,OSM amenity=school; zone query match: Depok/Mlati.,osm,node,13608130623,amenity,school,Depok/Mlati,
OSM-0599,Kost Bu Yeti,lodging,Gamping,-7.8074874,110.3131371,"Jl. Kresna, Sleman",OpenStreetMap Overpass,medium,OSM tourism=guest_house; zone query match: Gamping.,osm,node,13610868365,tourism,guest_house,Gamping,
OSM-0600,MTS N Sleman,school,Mlati,-7.712692,110.3410602,,OpenStreetMap Overpass,medium,OSM amenity=school; zone query match: Mlati.,osm,node,1361205677,amenity,school,Mlati,
OSM-0601,Kantin Calsita,restaurant,Depok,-7.7637956,110.4100903,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok.,osm,node,1362917046,amenity,restaurant,Depok,
OSM-0602,Arun 78,restaurant,Depok/Mlati,-7.7815153,110.3622174,Jalan Kranggan,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati. cuisine=chinese;indonesian,osm,node,13641144601,amenity,restaurant,Depok/Mlati,
OSM-0603,SMP 2 Sleman,school,Mlati,-7.6902468,110.3427424,,OpenStreetMap Overpass,medium,OSM amenity=school; zone query match: Mlati.,osm,node,1364438005,amenity,school,Mlati,
OSM-0604,Bakso Dawet Ringin Pak Bardi Jogja,restaurant,Depok,-7.8026224,110.4145397,Jalan Wonocatur,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok. cuisine=indonesian; opening_hours=Mo-Su 10:30-18:00,osm,node,13644551301,amenity,restaurant,Depok,
OSM-0605,Ronde RaDen,restaurant,Depok/Mlati,-7.7812166,110.3607656,Jalan Magelang,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati. cuisine=indonesian; opening_hours=Mo-Su 16:00-22:30,osm,node,13645538601,amenity,restaurant,Depok/Mlati,
OSM-0606,Choky Spaghetti,fast_food,Depok,-7.7735696,110.4108576,,OpenStreetMap Overpass,medium,OSM amenity=fast_food; zone query match: Depok.,osm,node,13671783964,amenity,fast_food,Depok,
OSM-0607,Shayana Villa,lodging,Depok/Ngaglik Selatan,-7.723345,110.3984546,Gg Melati,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok/Ngaglik Selatan.,osm,node,13681519317,tourism,hotel,Depok/Ngaglik Selatan,
OSM-0608,Fashion Icon Jogja - Factory Outlet,mall/titik_keramaian,Depok/Ngaglik Selatan,-7.7261629,110.3996695,,OpenStreetMap Overpass,medium,OSM shop=mall; zone query match: Depok/Ngaglik Selatan.,osm,node,13685665028,shop,mall,Depok/Ngaglik Selatan,
OSM-0609,Kost Putri Salsabila,lodging,Depok/Ngaglik Selatan,-7.7241355,110.3999998,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok/Ngaglik Selatan.,osm,node,13685665029,tourism,hotel,Depok/Ngaglik Selatan,
OSM-0610,Pintu Barat Kos Griya Putri Nareswari (Kos Muslimah Exclusive),lodging,Depok/Ngaglik Selatan,-7.7246582,110.3992544,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok/Ngaglik Selatan.,osm,node,13685665031,tourism,hotel,Depok/Ngaglik Selatan,
OSM-0611,Nasi Padang Padi Rimbun,restaurant,Depok/Ngaglik Selatan,-7.7207081,110.4027276,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Ngaglik Selatan.,osm,node,13685665032,amenity,restaurant,Depok/Ngaglik Selatan,
OSM-0612,Jual Sembako,minimarket,Depok/Ngaglik Selatan,-7.720667,110.4025916,,OpenStreetMap Overpass,medium,OSM shop=supermarket; zone query match: Depok/Ngaglik Selatan.,osm,node,13685665033,shop,supermarket,Depok/Ngaglik Selatan,
OSM-0613,Jual Bakso & Mi Ayam,restaurant,Depok/Ngaglik Selatan,-7.7206261,110.4027991,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Ngaglik Selatan.,osm,node,13685665034,amenity,restaurant,Depok/Ngaglik Selatan,
OSM-0614,Kos Putri,lodging,Depok/Ngaglik Selatan,-7.7249987,110.3981508,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok/Ngaglik Selatan.,osm,node,13685698805,tourism,hotel,Depok/Ngaglik Selatan,
OSM-0615,Bakso Ndeso,restaurant,Ngaglik Selatan,-7.7040631,110.4312685,Jalan Kandangsari,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Ngaglik Selatan.,osm,node,13697331551,amenity,restaurant,Ngaglik Selatan,
OSM-0616,SMK Bina Harapan,school,Depok/Ngaglik Selatan,-7.7239482,110.40364,,OpenStreetMap Overpass,medium,OSM amenity=school; zone query match: Depok/Ngaglik Selatan.,osm,node,13704675089,amenity,school,Depok/Ngaglik Selatan,
OSM-0617,Pawon Tempuran by Toto Dahar,restaurant,Depok/Ngaglik Selatan,-7.7250582,110.4017789,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Ngaglik Selatan.,osm,node,13704675090,amenity,restaurant,Depok/Ngaglik Selatan,
OSM-0618,RM. Padang Buyung Upik,restaurant,Depok/Ngaglik Selatan,-7.7177884,110.4048775,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Ngaglik Selatan.,osm,node,13704675093,amenity,restaurant,Depok/Ngaglik Selatan,
OSM-0619,Bebek Subsidi Jogja - Kaliurang,restaurant,Depok/Ngaglik Selatan,-7.7166705,110.405845,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Ngaglik Selatan.,osm,node,13704675095,amenity,restaurant,Depok/Ngaglik Selatan,
OSM-0620,Warung Ayam Geprek,restaurant,Depok/Ngaglik Selatan,-7.7263311,110.3989429,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Ngaglik Selatan.,osm,node,13704688893,amenity,restaurant,Depok/Ngaglik Selatan,
OSM-0621,"SENOR POOL AND CAFE, Yogyakarta",cafe,Depok/Ngaglik Selatan,-7.7267755,110.399859,,OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Depok/Ngaglik Selatan.,osm,node,13704688899,amenity,cafe,Depok/Ngaglik Selatan,
OSM-0622,Padang Murah,restaurant,Depok/Ngaglik Selatan,-7.7268675,110.3997626,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Ngaglik Selatan.,osm,node,13704688900,amenity,restaurant,Depok/Ngaglik Selatan,
OSM-0623,SDN Ngebelgede 1,school,Depok/Ngaglik Selatan,-7.7196404,110.399844,,OpenStreetMap Overpass,medium,OSM amenity=school; zone query match: Depok/Ngaglik Selatan.,osm,node,13704701960,amenity,school,Depok/Ngaglik Selatan,
OSM-0624,Nasi Padang,restaurant,Depok/Ngaglik Selatan,-7.7199491,110.3996855,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Ngaglik Selatan. cuisine=indonesian;nasi_padang,osm,node,13704701961,amenity,restaurant,Depok/Ngaglik Selatan,
OSM-0625,Jual Gorengan,restaurant,Depok/Ngaglik Selatan,-7.7199021,110.3998962,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Ngaglik Selatan.,osm,node,13704701962,amenity,restaurant,Depok/Ngaglik Selatan,
OSM-0626,Toko Kelontong,minimarket,Depok/Ngaglik Selatan,-7.7197509,110.4000192,,OpenStreetMap Overpass,medium,OSM shop=supermarket; zone query match: Depok/Ngaglik Selatan.,osm,node,13704701963,shop,supermarket,Depok/Ngaglik Selatan,
OSM-0627,Jual Degan Kelapa Muda,restaurant,Depok/Ngaglik Selatan,-7.7203035,110.4019292,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Ngaglik Selatan.,osm,node,13704701965,amenity,restaurant,Depok/Ngaglik Selatan,
OSM-0628,Kremesan Raihan,restaurant,Depok/Ngaglik Selatan,-7.7231264,110.3999772,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Ngaglik Selatan.,osm,node,13704701970,amenity,restaurant,Depok/Ngaglik Selatan,
OSM-0629,Joglo Kerto Darmo,restaurant,Gamping,-7.7571527,110.2947491,Jalan Godean - Seyegan,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Gamping.,osm,node,13704784221,amenity,restaurant,Gamping,
